threshold,precision,recall,f1
0.0,0.3990659055526726,1.0,0.5704747774480712
0.05,0.36628643852978454,0.37581274382314694,0.37098844672657255
0.1,0.36628643852978454,0.37581274382314694,0.37098844672657255
0.15000000000000002,0.36726804123711343,0.3706111833550065,0.36893203883495146
0.2,0.36726804123711343,0.3706111833550065,0.36893203883495146
0.25,0.36688741721854307,0.3602080624187256,0.36351706036745407
0.30000000000000004,0.3625170998632011,0.34460338101430427,0.35333333333333333
0.35000000000000003,0.3625170998632011,0.34460338101430427,0.35333333333333333
0.4,0.3625170998632011,0.34460338101430427,0.35333333333333333
0.45,0.358356940509915,0.328998699609883,0.3430508474576271
0.5,0.358356940509915,0.328998699609883,0.3430508474576271
0.55,0.3561643835616438,0.30429128738621586,0.3281907433380084
0.6000000000000001,0.3610169491525424,0.27698309492847856,0.31346578366445915
0.65,0.3610169491525424,0.27698309492847856,0.31346578366445915
0.7000000000000001,0.3554603854389722,0.21586475942782835,0.2686084142394822
0.75,0.3554603854389722,0.21586475942782835,0.2686084142394822
0.8,0.3617021276595745,0.19895968790637192,0.25671140939597314
0.8500000000000001,0.3951612903225806,0.12743823146944083,0.1927236971484759
0.9,0.3951612903225806,0.12743823146944083,0.1927236971484759
0.9500000000000001,0.35344827586206895,0.053315994798439535,0.09265536723163842
1.0,0.35344827586206895,0.053315994798439535,0.09265536723163842
