threshold,precision,recall,f1
0.0,0.498371335504886,1.0,0.6652173913043479
0.05,0.49969268592501537,0.8856209150326797,0.6388998035363457
0.1,0.5018564356435643,0.883442265795207,0.6400947119179163
0.15000000000000002,0.5100064557779213,0.8605664488017429,0.6404539927036887
0.2,0.5100064557779213,0.8605664488017429,0.6404539927036887
0.25,0.515818431911967,0.8169934640522876,0.6323777403035413
0.30000000000000004,0.5246636771300448,0.7647058823529411,0.6223404255319148
0.35000000000000003,0.5251312828207052,0.7625272331154684,0.6219458018658374
0.4,0.5251312828207052,0.7625272331154684,0.6219458018658374
0.45,0.5332252836304701,0.7167755991285403,0.6115241635687733
0.5,0.5350734094616639,0.7145969498910676,0.6119402985074627
0.55,0.5553505535055351,0.6557734204793029,0.6013986013986015
0.6000000000000001,0.5769230769230769,0.5718954248366013,0.574398249452954
0.65,0.5769230769230769,0.5718954248366013,0.574398249452954
0.7000000000000001,0.6045801526717557,0.43137254901960786,0.5034965034965035
0.75,0.6045801526717557,0.43137254901960786,0.5034965034965035
0.8,0.6169064748201439,0.37363834422657954,0.46540027137042067
0.8500000000000001,0.6747967479674797,0.18082788671023964,0.2852233676975945
0.9,0.6747967479674797,0.18082788671023964,0.2852233676975945
0.9500000000000001,0.8,0.04793028322440087,0.09044193216855087
1.0,0.8,0.04793028322440087,0.09044193216855087
