threshold,precision,recall,f1
0.0,0.41545643153526973,1.0,0.5870282154635398
0.05,0.4351378958120531,0.5318352059925093,0.4786516853932584
0.1,0.43388429752066116,0.5243445692883895,0.47484454494064443
0.15000000000000002,0.43213897937024975,0.4968789013732834,0.462253193960511
0.2,0.43213897937024975,0.4968789013732834,0.462253193960511
0.25,0.44302325581395346,0.4756554307116105,0.4587597832630945
0.30000000000000004,0.4424778761061947,0.4369538077403246,0.4396984924623116
0.35000000000000003,0.44289340101522845,0.43570536828963796,0.4392699811202014
0.4,0.44289340101522845,0.43570536828963796,0.4392699811202014
0.45,0.45170068027210886,0.41448189762796506,0.4322916666666667
0.5,0.451568894952251,0.4132334581772784,0.4315514993481095
0.55,0.4582701062215478,0.37702871410736577,0.4136986301369863
0.6000000000000001,0.4772727272727273,0.3408239700374532,0.3976693372177713
0.65,0.4772727272727273,0.3408239700374532,0.3976693372177713
0.7000000000000001,0.49887133182844245,0.2759051186017478,0.3553054662379421
0.75,0.49887133182844245,0.2759051186017478,0.3553054662379421
0.8,0.5024752475247525,0.2534332084893883,0.3369294605809129
0.8500000000000001,0.5541125541125541,0.15980024968789014,0.24806201550387597
0.9,0.5541125541125541,0.15980024968789014,0.24806201550387597
0.9500000000000001,0.6559139784946236,0.07615480649188515,0.13646532438478748
1.0,0.6559139784946236,0.07615480649188515,0.13646532438478748
