threshold,precision,recall,f1
0.0,0.498371335504886,1.0,0.6652173913043479
0.05,0.501953125,0.8398692810457516,0.628361858190709
0.1,0.5026109660574413,0.8387799564270153,0.6285714285714287
0.15000000000000002,0.5103163686382394,0.8082788671023965,0.6256323777403036
0.2,0.5103163686382394,0.8082788671023965,0.6256323777403036
0.25,0.5272861356932154,0.7788671023965141,0.6288478452066844
0.30000000000000004,0.538961038961039,0.7233115468409586,0.6176744186046512
0.35000000000000003,0.5399673735725938,0.7211328976034859,0.6175373134328359
0.4,0.5399673735725938,0.7211328976034859,0.6175373134328359
0.45,0.5497335701598579,0.6742919389978214,0.6056751467710372
0.5,0.5501792114695341,0.6688453159041394,0.6037364798426745
0.55,0.5698267074413863,0.6089324618736384,0.5887309110057926
0.6000000000000001,0.588957055214724,0.5228758169934641,0.5539526832083094
0.65,0.588957055214724,0.5228758169934641,0.5539526832083094
0.7000000000000001,0.6161616161616161,0.39869281045751637,0.48412698412698413
0.75,0.6161616161616161,0.39869281045751637,0.48412698412698413
0.8,0.621301775147929,0.3431372549019608,0.4421052631578947
0.8500000000000001,0.6739130434782609,0.16884531590413943,0.2700348432055749
0.9,0.6739130434782609,0.16884531590413943,0.2700348432055749
0.9500000000000001,0.8148148148148148,0.04793028322440087,0.09053497942386832
1.0,0.8148148148148148,0.04793028322440087,0.09053497942386832
