threshold,precision,recall,f1
0.0,0.41545643153526973,1.0,0.5870282154635398
0.05,0.4252651880424301,0.550561797752809,0.47986942328618065
0.1,0.4280155642023346,0.5493133583021224,0.4811372334609076
0.15000000000000002,0.43455497382198954,0.5181023720349563,0.47266514806378135
0.2,0.43455497382198954,0.5181023720349563,0.47266514806378135
0.25,0.44803695150115475,0.484394506866417,0.46550689862027594
0.30000000000000004,0.44733420026007803,0.42946317103620474,0.43821656050955415
0.35000000000000003,0.450261780104712,0.42946317103620474,0.43961661341853037
0.4,0.450261780104712,0.42946317103620474,0.43961661341853037
0.45,0.4660894660894661,0.40324594257178525,0.4323962516733601
0.5,0.467438494934877,0.40324594257178525,0.43297587131367293
0.55,0.48484848484848486,0.3595505617977528,0.4129032258064516
0.6000000000000001,0.4939759036144578,0.30711610486891383,0.3787528868360277
0.65,0.4939759036144578,0.30711610486891383,0.3787528868360277
0.7000000000000001,0.5188172043010753,0.24094881398252185,0.3290707587382779
0.75,0.5188172043010753,0.24094881398252185,0.3290707587382779
0.8,0.5364431486880467,0.22971285892634208,0.32167832167832167
0.8500000000000001,0.5989583333333334,0.14357053682896379,0.23162134944612287
0.9,0.5989583333333334,0.14357053682896379,0.23162134944612287
0.9500000000000001,0.6376811594202898,0.05493133583021224,0.10114942528735632
1.0,0.6376811594202898,0.05493133583021224,0.10114942528735632
