threshold,precision,recall,f1
0.0,0.5330979699911739,1.0,0.6954519286125503
0.05,0.47306791569086654,0.3344370860927152,0.3918525703200776
0.1,0.47641509433962265,0.3344370860927152,0.39299610894941633
0.15000000000000002,0.48743718592964824,0.3211920529801324,0.3872255489021956
0.2,0.48743718592964824,0.3211920529801324,0.3872255489021956
0.25,0.5083798882681564,0.30132450331125826,0.3783783783783784
0.30000000000000004,0.5158227848101266,0.26986754966887416,0.35434782608695653
0.35000000000000003,0.5174603174603175,0.26986754966887416,0.35473340587595215
0.4,0.5174603174603175,0.26986754966887416,0.35473340587595215
0.45,0.5211267605633803,0.24503311258278146,0.3333333333333333
0.5,0.5211267605633803,0.24503311258278146,0.3333333333333333
0.55,0.5269709543568465,0.21026490066225165,0.3005917159763314
0.6000000000000001,0.5487179487179488,0.1771523178807947,0.26783479349186484
0.65,0.5487179487179488,0.1771523178807947,0.26783479349186484
0.7000000000000001,0.5864661654135338,0.1291390728476821,0.21166892808683854
0.75,0.5864661654135338,0.1291390728476821,0.21166892808683854
0.8,0.5806451612903226,0.11920529801324503,0.1978021978021978
0.8500000000000001,0.5,0.05132450331125828,0.09309309309309309
0.9,0.5,0.05132450331125828,0.09309309309309309
0.9500000000000001,0.4666666666666667,0.011589403973509934,0.022617124394184167
1.0,0.4666666666666667,0.011589403973509934,0.022617124394184167
