threshold,precision,recall,f1
0.0,0.41545643153526973,1.0,0.5870282154635398
0.05,0.45081967213114754,0.686641697877653,0.5442850074220683
0.1,0.4521452145214521,0.6841448189762797,0.5444610034773969
0.15000000000000002,0.46360485268630847,0.6679151061173533,0.5473145780051151
0.2,0.46360485268630847,0.6679151061173533,0.5473145780051151
0.25,0.47392923649906893,0.6354556803995006,0.5429333333333334
0.30000000000000004,0.4832146490335707,0.5930087390761548,0.5325112107623319
0.35000000000000003,0.48367346938775513,0.5917602996254682,0.5322852330151601
0.4,0.48367346938775513,0.5917602996254682,0.5322852330151601
0.45,0.49336283185840707,0.5568039950062422,0.52316715542522
0.5,0.49500554938956715,0.5568039950062422,0.5240893066980024
0.55,0.5074812967581047,0.5081148564294632,0.5077978789769183
0.6000000000000001,0.5225618631732168,0.44818976279650435,0.4825268817204301
0.65,0.5225618631732168,0.44818976279650435,0.4825268817204301
0.7000000000000001,0.5655430711610487,0.37702871410736577,0.45243445692883894
0.75,0.5655430711610487,0.37702871410736577,0.45243445692883894
0.8,0.5720250521920668,0.34207240948813983,0.428125
0.8500000000000001,0.6200716845878136,0.21598002496878901,0.32037037037037036
0.9,0.6200716845878136,0.21598002496878901,0.32037037037037036
0.9500000000000001,0.672566371681416,0.09488139825218476,0.16630196936542668
1.0,0.672566371681416,0.09488139825218476,0.16630196936542668
