threshold,precision,recall,f1
0.0,0.5388291517323776,1.0,0.7003105590062112
0.05,0.5368098159509203,0.9700665188470067,0.6911532385466035
0.1,0.5368098159509203,0.9700665188470067,0.6911532385466035
0.15000000000000002,0.5355596784168213,0.9600886917960089,0.6875744342993251
0.2,0.5355596784168213,0.9600886917960089,0.6875744342993251
0.25,0.5349716446124764,0.9412416851441242,0.6822016874246686
0.30000000000000004,0.5359688917692806,0.9168514412416852,0.6764826175869121
0.35000000000000003,0.5359688917692806,0.9168514412416852,0.6764826175869121
0.4,0.5359688917692806,0.9168514412416852,0.6764826175869121
0.45,0.5346334902488231,0.8813747228381374,0.6655504395144412
0.5,0.5340525960890088,0.8780487804878049,0.6641509433962264
0.55,0.5378514780100937,0.8270509977827051,0.6518130187854958
0.6000000000000001,0.5498783454987834,0.7516629711751663,0.6351288056206089
0.65,0.5498783454987834,0.7516629711751663,0.6351288056206089
0.7000000000000001,0.558641975308642,0.6019955654101996,0.5795090715048026
0.75,0.558641975308642,0.6019955654101996,0.5795090715048026
0.8,0.5627240143369175,0.5221729490022173,0.5416906267970097
0.8500000000000001,0.5772727272727273,0.28159645232815966,0.37853949329359166
0.9,0.5772727272727273,0.28159645232815966,0.37853949329359166
0.9500000000000001,0.5666666666666667,0.07538802660753881,0.13307240704500978
1.0,0.5666666666666667,0.07538802660753881,0.13307240704500978
