threshold,precision,recall,f1
0.0,0.5330979699911739,1.0,0.6954519286125503
0.05,0.5337209302325582,0.7599337748344371,0.6270491803278688
0.1,0.5338785046728972,0.7566225165562914,0.626027397260274
0.15000000000000002,0.5414634146341464,0.7350993377483444,0.6235955056179775
0.2,0.5414634146341464,0.7350993377483444,0.6235955056179775
0.25,0.5496083550913838,0.6970198675496688,0.6145985401459854
0.30000000000000004,0.5647226173541963,0.6572847682119205,0.6074980872226473
0.35000000000000003,0.5655270655270656,0.6572847682119205,0.6079632465543645
0.4,0.5655270655270656,0.6572847682119205,0.6079632465543645
0.45,0.5671875,0.6009933774834437,0.5836012861736335
0.5,0.5665101721439749,0.5993377483443708,0.582461786001609
0.55,0.5701598579040853,0.5314569536423841,0.5501285347043702
0.6000000000000001,0.5829787234042553,0.45364238410596025,0.5102420856610801
0.65,0.5829787234042553,0.45364238410596025,0.5102420856610801
0.7000000000000001,0.5969696969696969,0.326158940397351,0.42184154175588867
0.75,0.5969696969696969,0.326158940397351,0.42184154175588867
0.8,0.602112676056338,0.28311258278145696,0.38513513513513514
0.8500000000000001,0.5681818181818182,0.12417218543046357,0.20380434782608695
0.9,0.5681818181818182,0.12417218543046357,0.20380434782608695
0.9500000000000001,0.6176470588235294,0.0347682119205298,0.06583072100313479
1.0,0.6176470588235294,0.0347682119205298,0.06583072100313479
