threshold,precision,recall,f1
0.0,0.3990659055526726,1.0,0.5704747774480712
0.05,0.3917104495037945,0.8725617685305592,0.540692989524577
0.1,0.39158386908240794,0.871261378413524,0.5403225806451613
0.15000000000000002,0.3903323262839879,0.8400520156046815,0.533003300330033
0.2,0.3903323262839879,0.8400520156046815,0.533003300330033
0.25,0.3900255754475703,0.7932379713914174,0.5229318474067723
0.30000000000000004,0.39145416953824946,0.7386215864759428,0.5117117117117117
0.35000000000000003,0.39061421670117324,0.7360208062418726,0.5103697024346258
0.4,0.39061421670117324,0.7360208062418726,0.5103697024346258
0.45,0.38917716827279464,0.682704811443433,0.49575070821529743
0.5,0.38913690476190477,0.6801040312093628,0.49503076194983436
0.55,0.38474434199497065,0.5968790637191157,0.46788990825688076
0.6000000000000001,0.3811881188118812,0.5006501950585176,0.4328274311410905
0.65,0.3811881188118812,0.5006501950585176,0.4328274311410905
0.7000000000000001,0.37415881561238223,0.36150845253576075,0.36772486772486773
0.75,0.37415881561238223,0.36150845253576075,0.36772486772486773
0.8,0.3767441860465116,0.3159947984395319,0.3437057991513437
0.8500000000000001,0.3618421052631579,0.14304291287386217,0.20503261882572227
0.9,0.3618421052631579,0.14304291287386217,0.20503261882572227
0.9500000000000001,0.3220338983050847,0.0247074122236671,0.04589371980676329
1.0,0.3220338983050847,0.0247074122236671,0.04589371980676329
