threshold,precision,recall,f1
0.0,0.5330979699911739,1.0,0.6954519286125503
0.05,0.5290102389078498,0.7698675496688742,0.6271072151045178
0.1,0.5290763968072976,0.7682119205298014,0.6266036461850101
0.15000000000000002,0.5340501792114696,0.7400662251655629,0.6204024982650936
0.2,0.5340501792114696,0.7400662251655629,0.6204024982650936
0.25,0.5412960609911055,0.7052980132450332,0.612508986340762
0.30000000000000004,0.5332409972299169,0.6374172185430463,0.5806938159879337
0.35000000000000003,0.5325936199722607,0.6357615894039735,0.579622641509434
0.4,0.5325936199722607,0.6357615894039735,0.579622641509434
0.45,0.536144578313253,0.5894039735099338,0.5615141955835962
0.5,0.5355521936459909,0.5860927152317881,0.5596837944664032
0.55,0.5351629502572899,0.5165562913907285,0.5256950294860994
0.6000000000000001,0.5443298969072164,0.4370860927152318,0.48484848484848486
0.65,0.5443298969072164,0.4370860927152318,0.48484848484848486
0.7000000000000001,0.5377906976744186,0.30629139072847683,0.39029535864978904
0.75,0.5377906976744186,0.30629139072847683,0.39029535864978904
0.8,0.5484949832775919,0.271523178807947,0.36323366555924697
0.8500000000000001,0.5766423357664233,0.13079470198675497,0.21322537112010798
0.9,0.5766423357664233,0.13079470198675497,0.21322537112010798
0.9500000000000001,0.26666666666666666,0.013245033112582781,0.025236593059936908
1.0,0.26666666666666666,0.013245033112582781,0.025236593059936908
